#Word Types: 14665		
#Word Tokens: 542836		
#Search Hits: 0		
Rank	Type	Freq
4921	expostas	6
4922	extrajudicialmente	6
4923	extrema	6
4924	extremamente	6
4925	facilidade	6
4926	faculdade	6
4927	fala	6
4928	falecido	6
4929	falou	6
4930	fator	6
4931	faturamentos	6
4932	federação	6
4933	feriados	6
4934	ficava	6
4935	fio	6
4936	fizeram	6
4937	flagrante	6
4938	formalmente	6
4939	forum	6
4940	fragilidade	6
4941	francisco	6
4942	friso	6
4943	funções	6
4944	futuros	6
4945	fármaco	6
4946	físico	6
4947	ganho	6
4948	garantiu	6
4949	genérico	6
4950	guia	6
4951	habilitação	6
4952	habitual	6
4953	hidráulicos	6
4954	homologá	6
4955	identificada	6
4956	impedindo	6
4957	implementação	6
4958	implicou	6
4959	importar	6
4960	impossibilitando	6
4961	impostas	6
4962	impunha	6
4963	inadimplida	6
4964	indefiro	6
4965	inerte	6
4966	inexecução	6
4967	inexigíveis	6
4968	inexistem	6
4969	infrações	6
4970	ingressa	6
4971	inibir	6
4972	inovação	6
4973	intempéries	6
4974	intentada	6
4975	intermediadora	6
4976	internas	6
4977	introdução	6
4978	investimento	6
4979	ipc	6
4980	itinerário	6
4981	jornalística	6
4982	joão	6
4983	juizo	6
4984	junior	6
4985	justifique	6
4986	justifiquem	6
4987	laborativa	6
4988	lançada	6
4989	lastro	6
4990	legítimas	6
4991	leis	6
4992	lesados	6
4993	liberalidade	6
4994	ligados	6
4995	limitativas	6
4996	livres	6
4997	lição	6
4998	lícitas	6
4999	maceió	6
5000	malas	6
5001	manifestado	6
5002	manifestaram	6
5003	mantidas	6
5004	manual	6
5005	marido	6
5006	mastercard	6
5007	mencionadas	6
5008	mercadoria	6
5009	meritíssimo	6
5010	metro	6
5011	miami	6
5012	minimizar	6
5013	modificar	6
5014	motivou	6
5015	move	6
5016	ms	6
5017	muita	6
5018	mundo	6
5019	naquela	6
5020	narrada	6
5021	natal	6
5022	negativada	6
5023	neon	6
5024	nery	6
5025	normativos	6
5026	notórios	6
5027	obrigando	6
5028	obrigatório	6
5029	obstar	6
5030	ofende	6
5031	ofereceu	6
5032	ofertados	6
5033	ofertou	6
5034	oitava	6
5035	omitiu	6
5036	orientado	6
5037	originais	6
5038	oriunda	6
5039	pacificada	6
5040	padecimento	6
5041	participa	6
5042	partiu	6
5043	patologia	6
5044	pegou	6
5045	penal	6
5046	percalços	6
5047	perceber	6
5048	perdido	6
5049	perfeita	6
5050	permanecia	6
5051	pertencente	6
5052	planejamento	6
5053	pleiteando	6
5054	plena	6
5055	pobreza	6
5056	poderes	6
5057	portadora	6
5058	portuguesa	6
5059	posições	6
5060	possíveis	6
5061	postes	6
5062	postura	6
5063	prata	6
5064	praticamente	6
5065	precedem	6
5066	preceito	6
5067	precisas	6
5068	preconizada	6
5069	prejudica	6
5070	prejudiciais	6
5071	prejudicial	6
5072	prescrito	6
5073	presumidos	6
5074	pretendem	6
5075	pretendendo	6
5076	pretendia	6
5077	pretenso	6
5078	prever	6
5079	previsíveis	6
5080	promotor	6
5081	promovido	6
5082	pronta	6
5083	protetiva	6
5084	provadas	6
5085	provados	6
5086	provocado	6
5087	provocou	6
5088	prudência	6
5089	próprias	6
5090	páginas	6
5091	quartos	6
5092	queira	6
5093	questionário	6
5094	quinquagésimo	6
5095	ratio	6
5096	readequação	6
5097	reação	6
5098	recentes	6
5099	reclamada	6
5100	recomendação	6
5101	reconheço	6
5102	recusou	6
5103	reexame	6
5104	refira	6
5105	reflete	6
5106	refrigeradores	6
5107	reguladora	6
5108	regulamenta	6
5109	regularizar	6
5110	rejeitar	6
5111	relaciona	6
5112	relatórios	6
5113	renovação	6
5114	repreendida	6
5115	reputado	6
5116	reputar	6
5117	requereram	6
5118	resilição	6
5119	resolveu	6
5120	respaldar	6
5121	respectivas	6
5122	respeitando	6
5123	ressalva	6
5124	ressarcida	6
5125	restabelecida	6
5126	restituída	6
5127	resultante	6
5128	resultantes	6
5129	resultar	6
5130	revenda	6
5131	rext	6
5132	rigor	6
5133	rodoviária	6
5134	roupas	6
5135	said	6
5136	sanar	6
5137	santos	6
5138	saques	6
5139	saraiva	6
5140	sc	6
5141	sensibilidade	6
5142	sentir	6
5143	sms	6
5144	sobrecarga	6
5145	sobrevivência	6
5146	solicitaram	6
5147	submeteu	6
5148	subsequente	6
5149	sucumbencial	6
5150	sufragado	6
5151	suspensos	6
5152	sétima	6
5153	tarefas	6
5154	team	6
5155	tecer	6
5156	tecidos	6
5157	teses	6
5158	tipicamente	6
5159	tirado	6
5160	toca	6
5161	tomando	6
5162	totalidade	6
5163	trago	6
5164	tramandaí	6
5165	transitado	6
5166	transportes	6
5167	tratado	6
5168	trato	6
5169	travessia	6
5170	trocadas	6
5171	trocados	6
5172	usados	6
5173	usufruir	6
5174	usufruído	6
5175	utilidade	6
5176	utilizam	6
5177	valendo	6
5178	vantagem	6
5179	varejista	6
5180	veiculada	6
5181	vender	6
5182	vendeu	6
5183	venâncio	6
5184	veranópolis	6
5185	verso	6
5186	veterinária	6
5187	veterinário	6
5188	vinculados	6
5189	vivenciados	6
5190	voos	6
5191	yussef	6
5192	égide	6
5193	ônibus	6
5194	útil	6
5195	abrangida	5
5196	abstivesse	5
5197	acaso	5
5198	acervo	5
5199	acessar	5
5200	acidentes	5
5201	acionar	5
5202	acolhidos	5
5203	acompanhada	5
5204	acompanhado	5
5205	adequadas	5
5206	adiantamento	5
5207	adolescente	5
5208	aduzido	5
5209	advertida	5
5210	afastaria	5
5211	aferir	5
5212	afirme	5
5213	agravado	5
5214	agravante	5
5215	ai	5
5216	ajuda	5
5217	aliado	5
5218	alimentar	5
5219	alterado	5
5220	alternativamente	5
5221	alterou	5
5222	alugado	5
5223	alíneas	5
5224	ampliação	5
5225	anexado	5
5226	anexos	5
5227	angiotomografia	5
5228	anuidades	5
5229	anunciado	5
5230	análoga	5
5231	apontadas	5
5232	apontamentos	5
5233	apontar	5
5234	apreciadas	5
5235	apreensão	5
5236	apresentava	5
5237	arbitral	5
5238	arrecadador	5
5239	arrependimento	5
5240	assegurados	5
5241	assenta	5
5242	assumindo	5
5243	atenta	5
5244	atenuando	5
5245	ater	5
5246	atingida	5
5247	atravessou	5
5248	atrelado	5
5249	atribuiu	5
5250	atualidade	5
5251	auferir	5
5252	aulas	5
5253	autenticação	5
5254	autorize	5
5255	avença	5
5256	backoffice	5
5257	banalizar	5
5258	banalização	5
5259	beneficiar	5
5260	benz	5
5261	blocos	5
5262	bloqueios	5
5263	branco	5
5264	buscado	5
5265	cadastrados	5
5266	cadernetas	5
5267	caiu	5
5268	calculada	5
5269	calha	5
5270	canteiro	5
5271	capacitação	5
5272	carece	5
5273	carreadas	5
5274	carros	5
5275	categorias	5
5276	cause	5
5277	cautelas	5
5278	celso	5
5279	cessação	5
5280	cessionária	5
5281	chamada	5
5282	chancelado	5
5283	chaves	5
5284	ciclos	5
5285	cirúrgicos	5
5286	clareza	5
5287	clínicos	5
5288	cobra	5
5289	cofres	5
5290	cognição	5
5291	colacionada	5
5292	colacionou	5
5293	colação	5
5294	colidir	5
5295	colocada	5
5296	colocar	5
5297	companhias	5
5298	comparecer	5
5299	compelido	5
5300	compensa	5
5301	complementares	5
5302	complexidades	5
5303	compradora	5
5304	comprar	5
5305	compreendido	5
5306	comprometam	5
5307	comprometer	5
5308	comprou	5
5309	computado	5
5310	comunicada	5
5311	comunicou	5
5312	concluso	5
5313	concordando	5
5314	concretização	5
5315	concursais	5
5316	conduz	5
5317	confessa	5
5318	configuram	5
5319	conflitos	5
5320	confortar	5
5321	consideravelmente	5
5322	consignar	5
5323	consignou	5
5324	consolidação	5
5325	contatado	5
5326	contende	5
5327	continua	5
5328	continuada	5
5329	contrarrecursal	5
5330	contrata	5
5331	convencional	5
5332	convenção	5
5333	conversas	5
5334	convincentes	5
5335	coparticipação	5
5336	correntista	5
5337	corrigidas	5
5338	corriqueira	5
5339	couberem	5
5340	credenciamento	5
5341	creditado	5
5342	criar	5
5343	criminal	5
5344	cristalina	5
5345	crítica	5
5346	cuidando	5
5347	culposamente	5
5348	cumpram	5
5349	cumulado	5
5350	cura	5
5351	custa	5
5352	cônjuge	5
5353	danosos	5
5354	datada	5
5355	debeatur	5
5356	debitado	5
5357	declara	5
5358	declaro	5
5359	decolagem	5
5360	decorra	5
5361	deduzidas	5
5362	definidas	5
5363	deixaram	5
5364	del	5
5365	demissão	5
5366	denegada	5
5367	depredação	5
5368	descarga	5
5369	desconhecia	5
5370	descreve	5
5371	desembolsos	5
5372	desentupimento	5
5373	desestimular	5
5374	desestímulo	5
5375	desfavoráveis	5
5376	desfazimento	5
5377	designado	5
5378	desimporta	5
5379	desocupado	5
5380	destacado	5
5381	detalhada	5
5382	determinações	5
5383	deveras	5
5384	diagnosticada	5
5385	dianteiro	5
5386	didático	5
5387	digitais	5
5388	digna	5
5389	discriminadas	5
5390	dispensando	5
5391	dispense	5
5392	disponibilizada	5
5393	disponibilizou	5
5394	distribuída	5
5395	distribuído	5
5396	divide	5
5397	divisão	5
5398	divulgar	5
5399	documentalmente	5
5400	domiciliar	5
5401	domínio	5
5402	dono	5
5403	dotados	5
5404	dão	5
5405	editou	5
5406	educacionais	5
5407	efetivou	5
5408	efetua	5
5409	eleita	5
5410	encaixe	5
5411	encaminhamento	5
5412	encontrando	5
5413	encontravam	5
5414	enfrentado	5
5415	engloba	5
5416	enquadramento	5
5417	ensejador	5
5418	ensejaria	5
5419	ente	5
5420	entendimentos	5
5421	entrado	5
5422	entraram	5
5423	envolvida	5
5424	equânime	5
5425	esclarecido	5
5426	escritório	5
5427	esperam	5
5428	espontaneamente	5
5429	esposado	5
5430	esquecer	5
5431	estabeleceu	5
5432	estabelecimentos	5
5433	estendida	5
5434	estipulados	5
5435	estiverem	5
5436	estrada	5
5437	estranho	5
5438	evidenciados	5
5439	evidenciando	5
5440	evidenciar	5
5441	exaro	5
5442	exceto	5
5443	executam	5
5444	executórios	5
5445	exigindo	5
5446	exista	5
5447	existia	5
5448	exoneração	5
5449	expansão	5
5450	exploração	5
5451	expressas	5
5452	externa	5
5453	extintiva	5
5454	falsa	5
5455	fazem	5
5456	fazê	5
5457	fechado	5
5458	figurando	5
5459	filiou	5
5460	finalismo	5
5461	finalizado	5
5462	fito	5
5463	fizerem	5
5464	fluem	5
5465	formalizado	5
5466	forneça	5
5467	fraudulenta	5
5468	frete	5
5469	frustrações	5
5470	furtada	5
5471	fáticas	5
5472	físicas	5
5473	game	5
5474	garibaldense	5
5475	gaúcha	5
5476	genitor	5
5477	genitora	5
5478	geradora	5
5479	gize	5
5480	gozava	5
5481	grade	5
5482	gênero	5
5483	hospitais	5
5484	houveram	5
5485	humano	5
5486	humilhante	5
5487	hábeis	5
5488	ia	5
5489	idoneidade	5
5490	ilíquida	5
5491	impedido	5
5492	impeditiva	5
5493	imperativa	5
5494	imperioso	5
5495	importadas	5
5496	impositivo	5
5497	impugnar	5
5498	inatividade	5
5499	incerto	5
5500	incompatibilidade	5
5501	incontestável	5
5502	incorporadora	5
5503	incorreu	5
5504	incumbência	5
5505	indagar	5
5506	indeferir	5
5507	indicativo	5
5508	indignação	5
5509	indisponíveis	5
5510	inepta	5
5511	inextensíveis	5
5512	informacional	5
5513	informalidade	5
5514	informam	5
5515	informantes	5
5516	informática	5
5517	infortúnio	5
5518	iniciando	5
5519	injustificável	5
5520	insegurança	5
5521	insetos	5
5522	insta	5
5523	instalada	5
5524	instruem	5
5525	instrutória	5
5526	insulina	5
5527	integrante	5
5528	interessado	5
5529	internado	5
5530	internações	5
5531	intraestromal	5
5532	investidos	5
5533	investigar	5
5534	inviabiliza	5
5535	ipsis	5
5536	irregulares	5
5537	irregularmente	5
5538	irreparáveis	5
5539	jurisprudenciais	5
5540	lacres	5
5541	legítimos	5
5542	lembrar	5
5543	lesante	5
5544	lesivas	5
5545	levaram	5
5546	liame	5
5547	ligou	5
5548	literal	5
5549	litteris	5
5550	liv	5
5551	liça	5
5552	locativos	5
5553	logrando	5
5554	longa	5
5555	lume	5
5556	madura	5
5557	magistrada	5
5558	mantinha	5
5559	manto	5
5560	marcas	5
5561	margem	5
5562	materialize	5
5563	med	5
5564	medidores	5
5565	mensurar	5
5566	meus	5
5567	minuciosa	5
5568	minuto	5
5569	miopia	5
5570	moderado	5
5571	modificativa	5
5572	modulada	5
5573	moram	5
5574	morosidade	5
5575	motivado	5
5576	motos	5
5577	máquina	5
5578	múltipla	5
5579	narrando	5
5580	naturais	5
5581	necessitada	5
5582	nelson	5
5583	nessas	5
5584	nominal	5
5585	normalizar	5
5586	noticiada	5
5587	nulas	5
5588	nulo	5
5589	nítida	5
5590	nível	5
5591	obedecer	5
5592	obrigar	5
5593	obscuridade	5
5594	obsta	5
5595	obtida	5
5596	ocasiona	5
5597	ocorresse	5
5598	ocorridas	5
5599	ocupação	5
5600	oferece	5
5601	oferecidos	5
5602	ofertas	5
5603	olhou	5
5604	optar	5
5605	originado	5
5606	originando	5
5607	originário	5
5608	ouvidos	5
5609	pacientes	5
5610	pais	5
5611	parcelada	5
5612	parcelamentos	5
5613	pardo	5
5614	participaram	5
5615	participações	5
5616	passam	5
5617	pedágios	5
5618	pejus	5
5619	percebido	5
5620	pereira	5
5621	perfectibilizado	5
5622	perfectibilização	5
5623	perquirir	5
5624	personalíssimo	5
5625	pertencem	5
5626	perturbação	5
5627	pinel	5
5628	pintura	5
5629	políticas	5
5630	pontual	5
5631	populares	5
5632	porta	5
5633	porventura	5
5634	positiva	5
5635	possam	5
5636	possibilidades	5
5637	postagem	5
5638	praticou	5
5639	preenche	5
5640	prefaciais	5
5641	prefeitura	5
5642	prejudicando	5
5643	prematuro	5
5644	prescrita	5
5645	prestada	5
5646	prevenir	5
5647	preventiva	5
5648	preventivo	5
5649	principais	5
5650	prisma	5
5651	privados	5
5652	privilégios	5
5653	probante	5
5654	procurado	5
5655	proferir	5
5656	programado	5
5657	prometido	5
5658	promocional	5
5659	promova	5
5660	promoções	5
5661	propôs	5
5662	prossiga	5
5663	proveito	5
5664	proveniente	5
5665	providência	5
5666	provocada	5
5667	provável	5
5668	próstata	5
5669	psíquico	5
5670	pt	5
5671	publicadas	5
5672	publicidade	5
5673	punta	5
5674	quadros	5
5675	quis	5
5676	quiçá	5
5677	rapaz	5
5678	ratificada	5
5679	recebidas	5
5680	recebidos	5
5681	reclamar	5
5682	recorre	5
5683	reflexos	5
5684	reformatio	5
5685	refutou	5
5686	regulado	5
5687	regulamentares	5
5688	regulamentação	5
5689	reiterou	5
5690	relacionadas	5
5691	relacionado	5
5692	religamento	5
5693	relógios	5
5694	remanescente	5
5695	remuneratórios	5
5696	repetido	5
5697	repetir	5
5698	reposição	5
5699	representado	5
5700	representando	5
5701	representação	5
5702	requisição	5
5703	respeitou	5
5704	ressaltado	5
5705	ressaltou	5
5706	restaurante	5
5707	reste	5
5708	restritivas	5
5709	resultando	5
5710	revel	5
5711	rodovia	5
5712	rosário	5
5713	rubrica	5
5714	rui	5
5715	sagrada	5
5716	sala	5
5717	semanas	5
5718	sentiu	5
5719	seres	5
5720	sidi	5
5721	signatária	5
5722	signatário	5
5723	sito	5
5724	smart	5
5725	sobremaneira	5
5726	socorrer	5
5727	solenidade	5
5728	solicitando	5
5729	solicitações	5
5730	solucionado	5
5731	som	5
5732	somando	5
5733	sopesada	5
5734	sou	5
5735	standard	5
5736	submarino	5
5737	subsiste	5
5738	substituí	5
5739	substituído	5
5740	sugerir	5
5741	suportadas	5
5742	sábado	5
5743	série	5
5744	tamanha	5
5745	telado	5
5746	telespectadores	5
5747	tentado	5
5748	terra	5
5749	tiver	5
5750	toi	5
5751	torres	5
5752	tradução	5
5753	transcorridos	5
5754	transição	5
5755	transparência	5
5756	tratativas	5
5757	travada	5
5758	travadas	5
5759	trazem	5
5760	treze	5
5761	tributário	5
5762	tutelado	5
5763	táxi	5
5764	uc	5
5765	universal	5
5766	utilizasse	5
5767	vazando	5
5768	veicular	5
5769	venham	5
5770	ventilado	5
5771	ventos	5
5772	vera	5
5773	verbas	5
5774	verificados	5
5775	verão	5
5776	vetores	5
5777	viabilidade	5
5778	vide	5
5779	vidro	5
5780	vier	5
5781	vincendas	5
5782	viram	5
5783	vislumbrar	5
5784	vivenciado	5
5785	voltando	5
5786	voucher	5
5787	ínfimo	5
5788	óssea	5
5789	abalam	4
5790	abalroamento	4
5791	abastecidos	4
5792	abrir	4
5793	abrupta	4
5794	abrupto	4
5795	acabaremos	4
5796	academia	4
5797	aceitado	4
5798	aceitação	4
5799	acertada	4
5800	acionante	4
5801	aconselhável	4
5802	acontecer	4
5803	acreditou	4
5804	acrescento	4
5805	acrescidas	4
5806	adaptados	4
5807	adquirida	4
5808	advertido	4
5809	advocacia	4
5810	aeroportos	4
5811	afetos	4
5812	afim	4
5813	afirmaram	4
5814	aforou	4
5815	age	4
5816	agredido	4
5817	agressor	4
5818	aguardar	4
5819	air	4
5820	ajuizaram	4
5821	alagamento	4
5822	alegadas	4
5823	alheia	4
5824	alienado	4
5825	alienação	4
5826	alterada	4
5827	alto	4
5828	aludido	4
5829	aludindo	4
5830	amigável	4
5831	amolda	4
5832	amparada	4
5833	amparado	4
5834	amplitude	4
5835	analogia	4
5836	analógico	4
5837	angústias	4
5838	anisocoria	4
5839	anotado	4
5840	antecipou	4
5841	antigos	4
5842	anulação	4
5843	apelante	4
5844	aplicadas	4
5845	aprazada	4
5846	aprofundada	4
5847	aprofundado	4
5848	aquiliana	4
5849	arbitragem	4
5850	arcando	4
5851	arcou	4
5852	arguido	4
5853	argumentou	4
5854	arquivista	4
5855	arrazoar	4
5856	assalto	4
5857	assegurando	4
5858	assentando	4
5859	assento	4
5860	assentou	4
5861	assinada	4
5862	associações	4
5863	assumido	4
5864	assunto	4
5865	astigmatismo	4
5866	atacado	4
5867	atenda	4
5868	atentasse	4
5869	atestados	4
5870	atestam	4
5871	atitudes	4
5872	atropelado	4
5873	atualizados	4
5874	aumentos	4
5875	aumentou	4
5876	automotor	4
5877	autorizam	4
5878	autônoma	4
5879	autônomo	4
5880	auxílios	4
5881	avaria	4
5882	aventada	4
5883	azevedo	4
5884	bag	4
5885	bagagens	4
5886	bairros	4
5887	bandeira	4
5888	baseado	4
5889	beneficiado	4
5890	beneficiando	4
5891	boletins	4
5892	bolsa	4
5893	bomba	4
5894	borne	4
5895	buscam	4
5896	busquem	4
5897	básicas	4
5898	caberá	4
5899	calcula	4
5900	calçada	4
5901	campinas	4
5902	canceladas	4
5903	cancelados	4
5904	capitalizados	4
5905	caracterizam	4
5906	caracterize	4
5907	carnes	4
5908	carona	4
5909	casca	4
5910	cavaliere	4
5911	cef	4
5912	cessante	4
5913	cgj	4
5914	chance	4
5915	chuva	4
5916	ciclo	4
5917	cientificada	4
5918	cifra	4
5919	cima	4
5920	cintilografia	4
5921	cirúrgicas	4
5922	clandestina	4
5923	classificada	4
5924	clima	4
5925	cobre	4
5926	codex	4
5927	coisas	4
5928	coleira	4
5929	coletiva	4
5930	colho	4
5931	colidido	4
5932	cometer	4
5933	cometimento	4
5934	começou	4
5935	companheira	4
5936	comparecendo	4
5937	compensada	4
5938	compense	4
5939	complementação	4
5940	componentes	4
5941	comportam	4
5942	comportando	4
5943	compradores	4
5944	compreendidos	4
5945	compromete	4
5946	comprometido	4
5947	comprovações	4
5948	comprovem	4
5949	compulsado	4
5950	comumente	4
5951	comunicando	4
5952	concedendo	4
5953	conclama	4
5954	concorda	4
5955	concordância	4
5956	concretizar	4
5957	condenará	4
5958	conexões	4
5959	confecção	4
5960	conferem	4
5961	conferir	4
5962	configurou	4
5963	confirmam	4
5964	conhecer	4
5965	conjecturas	4
5966	conjugado	4
5967	conquanto	4
5968	consecutivos	4
5969	conselho	4
5970	consertado	4
5971	consertos	4
5972	consigna	4
5973	consigo	4
5974	constato	4
5975	consumiu	4
5976	contam	4
5977	contento	4
5978	continuaram	4
5979	contraria	4
5980	contraídas	4
5981	contribuindo	4
5982	converta	4
5983	converter	4
5984	corneana	4
5985	corporais	4
5986	correndo	4
